"","latitude","longitude","propertyTaxRate","garageSpaces","parkingSpaces","yearBuilt","latestPrice","numPriceChanges","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","numOfPrimarySchools","numOfElementarySchools","numOfMiddleSchools","numOfHighSchools","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories","city_austin","city_del.valle","city_driftwood","city_manor","city_pflugerville","homeType_Condo","homeType_Multiple.Occupancy","homeType_Single.Family","homeType_Townhouse","homeType_Vacant.Land"
"numOfPrimarySchools",-0.0562000138277677,0.162073571189304,0.0251039223611094,-0.0512953233029618,-0.0508850109907919,-0.0639999050445137,-0.167443963656805,-0.0352792248222487,-0.0394959054068705,0.00971941718684024,-0.0079519787585117,-0.0156114576290305,-0.00296476197562846,-0.00257051422121952,-0.0325562474656698,-0.0252140649820687,-0.0463046497821643,0.00211359026911582,-0.205287984549411,1,-0.829416025219873,-0.536047324848999,0.53932379711098,-0.00263122157338083,-0.252278681619175,-0.0415150041178164,0.018528918415086,-0.157225149516645,-0.110262863469446,-0.0723112888081846,0.0115996052050387,0.0197930577451427,-0.0583927583891284,-0.0124474939429381,-0.0184134595059481,-0.0090362350431252,0.00168004867461668,0.0137750271427548,-0.0017519857204956,-0.0206967002239083
"numOfElementarySchools",0.130217540348588,-0.0260718038283666,-0.0496116108893412,0.0256874882655826,0.0257864226958077,0.0357237333984174,0.151038270835047,0.0241611933947712,0.0162978689298206,-0.010739899039871,0.001308570722856,0.00310997038268789,-0.0156195686268842,-0.0172069146465411,0.0346086189977477,0.00334247989192479,-0.00949099063889882,-0.00186371912664127,0.164377622253655,-0.829416025219873,1,0.418024450299387,-0.33728174194926,-0.00228716681174434,0.172271544999055,0.105460197894344,-0.032029168379468,0.123218575015288,0.0899522287475349,0.0841240148095312,-0.0123682512204939,-0.0164669509275197,-0.00561381991102017,0.0134314007537361,0.0509671037246996,0.0109886321562996,0.00176715622224754,-0.0182759690806371,0.00659304876476008,0.0191622907692413
"numOfMiddleSchools",-0.0222039777692019,-0.217170830081346,-0.0191918390205814,0.043741665111715,0.0433268393727873,0.0777674361537324,0.138502563191482,0.0269073497732003,0.0255805757766202,-0.0060625303614383,0.010329465559566,0.0142722829236755,0.0107556823666767,0.012737503163035,0.016547412307538,0.0135252905681242,0.0430764149853533,-0.0009858633236049,0.186482650521155,-0.536047324848999,0.418024450299387,1,-0.454469133041021,0.155281972533498,0.199806439816814,-0.0247843185835813,-0.0473335625286539,0.133905657436737,0.0887977658132291,0.0607314581205446,-0.00295774269881825,-0.0108071042583698,0.0552820824541693,-0.0027456564927691,-0.00638616778441414,-0.0228606444640803,-0.0107362502779466,0.00778153118851111,-0.00323620349131514,0.0472570997689963
"numOfHighSchools",0.136050522611563,0.456772841135661,-0.0373427738032682,-0.0627034158205118,-0.0623085186904496,-0.00937678342084929,-0.198345819541378,-0.0436851537845009,-0.0481177001174784,-0.00136256810580059,-0.00214585463842112,-0.029739339374097,-0.0406214647879518,-0.0277137047820513,-0.0265626484370517,-0.0515044761880629,-0.0531444851230408,0.000391142169913666,-0.218736026310245,0.53932379711098,-0.33728174194926,-0.454469133041021,1,-0.0618564614003941,-0.260809220379174,0.000596764943693781,-0.220742745024557,-0.16860042864178,-0.113631445935082,-0.0424883145843076,-0.00128080185256699,0.00572809666926536,-0.0505137459821615,0.0436830111244535,0.00338486476494568,0.00660902891602406,-0.00517272783434151,0.0074093052101796,-0.00250799535029802,-0.0299632711693014
"avgSchoolDistance",-0.0370828007552663,-0.284440271477905,-0.0100145482790283,0.0828317260275202,0.0830007289423893,0.324171406641151,0.0934183720308322,0.0053447774753601,0.0485201992033849,-0.00393633773862675,0.0110072906656354,-0.0204062046050125,0.0335158739322275,0.0544295900616285,0.0362866592057957,0.0440261263802679,0.0510582748946883,-0.000938230582959402,0.289900009554954,-0.00263122157338083,-0.00228716681174434,0.155281972533498,-0.0618564614003941,1,0.132560406559021,0.161299559183932,0.145758003048897,0.244255354722853,0.173489731027264,0.0730157219997759,0.0408662719089167,-0.0580716043069905,0.0571829950049842,0.0114501272617889,-0.0252160258379698,-0.0780554967177905,-0.0237904446754065,0.0856973468995723,-0.0451071641078886,0.0123469909532015
"avgSchoolRating",0.259297778733331,-0.560389316835965,0.187130668431141,0.0876000901864141,0.0873358298819533,0.134302919614779,0.287431421224751,0.0439739061117512,0.115913725827039,-0.0183156197403771,0.0360796295676499,0.0846459980352406,0.0533133555464177,0.0472174319457881,0.0286566677764561,0.122625567232498,0.0375045378862669,0.00641185801264206,0.483060572472024,-0.252278681619175,0.172271544999055,0.199806439816814,-0.260809220379174,0.132560406559021,1,0.616915325793336,0.740787981402979,0.354531861713819,0.30801687102478,0.230234764276471,0.116934347712133,-0.112656664903445,0.0255794028453289,-0.0150907023646412,-0.0619563281651231,-0.0501984895560368,-0.0520966778369961,0.0581518234941232,0.0013458378119538,-0.00734778545269849
"avgSchoolSize",0.0735375838455885,-0.332372818030348,0.157318679456925,0.0300349069880477,0.0302247603697554,0.29366027758139,0.0825461090669525,-0.0208114057932209,0.0727061175451134,-0.0154218448480565,0.0428009146367624,0.0264277454219621,0.0224779571033738,0.0352954861084952,0.0145472134116965,0.0789129010156287,-0.0210171224739845,0.00161744992124804,0.329518820311546,-0.0415150041178164,0.105460197894344,-0.0247843185835813,0.000596764943693781,0.161299559183932,0.616915325793336,1,0.636326238445715,0.258545465410917,0.259355778587396,0.226408700985859,-0.056624231053144,0.0932025770235946,-0.0237504711918251,-0.00884153793918531,-0.0216101862903281,-0.0653369325717749,-0.0518775356866793,0.0816547268447942,-0.00421874002867776,-0.0366147694869445
"MedianStudentsPerTeacher",-0.0136250020986769,-0.602367194170957,-0.0188745463081801,0.056809676216133,0.0568359953348597,0.0964596222329257,0.196386106507642,0.0477757049849968,0.0971688372743303,-0.0123105513429892,0.0335155943234687,0.00967301711987821,0.0536154373718924,0.0435827158254284,0.0155548002442467,0.109010498555581,0.00121828745827466,0.00644277025780637,0.3758413287856,0.018528918415086,-0.032029168379468,-0.0473335625286539,-0.220742745024557,0.145758003048897,0.740787981402979,0.636326238445715,1,0.276328088324571,0.25027349017015,0.163848203929192,0.0567193718089231,-0.0401056415680715,0.0143797520774744,-0.033385772941066,-0.0444656399331572,-0.030376575478014,-0.0476588327624222,0.0331631808155973,0.0275519686555223,-0.0207014337463679
"numOfBathrooms",0.057223086191397,-0.33664431009583,0.0657568301631661,0.196806138092932,0.196876574116326,0.430129496757618,0.495698409543798,0.0980898652371223,0.182765152121931,-0.0106755266508083,0.0980122283120067,0.113773990800793,0.0595030657074486,0.0976783133133577,0.0285419841585073,0.0880737689378505,0.0441304562514157,0.0115914667089899,0.770065288720138,-0.157225149516645,0.123218575015288,0.133905657436737,-0.16860042864178,0.244255354722853,0.354531861713819,0.258545465410917,0.276328088324571,1,0.61182255619284,0.55574681174141,0.0114896612323561,-0.0264542972398832,0.0427504619709501,0.00994959194170153,-0.008333062808847,-0.0308694265713789,0.0222950644032351,0.0631181183914259,0.00126033101033226,-0.150015047204247
"numOfBedrooms",0.0757749306434573,-0.291718545897295,0.100448296367594,0.160404850688799,0.160357178908185,0.279945282259709,0.290840370853399,0.0904049995341487,0.153467983320747,-0.0232663822551114,0.049333027411497,0.100917974916351,0.0439402798488364,0.0698116659189158,0.00205349154893315,0.0769419938434067,0.0425051744441774,0.00588502196165088,0.654025699268093,-0.110262863469446,0.0899522287475349,0.0887977658132291,-0.113631445935082,0.173489731027264,0.30801687102478,0.259355778587396,0.25027349017015,0.61182255619284,1,0.329881626607312,-0.000969606230350012,-0.00737652292503142,0.0254098560144662,-0.000992703467449019,0.00019662551988546,-0.203603146244922,0.0978784955337498,0.192411109713549,-0.0861762007217505,-0.0898499926910907
"numOfStories",0.0479205563097919,-0.159955636802643,0.0583568095440697,0.0972140564492151,0.0976432398151793,0.375064719198031,0.201860240560541,0.100101713500256,0.104734151880666,-0.0102206057946075,0.0971632185897437,0.105163276466164,0.0161676152999857,0.0620114661634925,0.017544921063058,0.0573066551015809,0.0134052239914,0.00937676527573482,0.451635750129897,-0.0723112888081846,0.0841240148095312,0.0607314581205446,-0.0424883145843076,0.0730157219997759,0.230234764276471,0.226408700985859,0.163848203929192,0.55574681174141,0.329881626607312,1,0.0209447264853608,-0.0176969103115431,-0.0242884998391892,-0.0103409739423348,0.00469114641888116,0.0843600599312256,-0.0148847316770885,-0.0899318812811769,0.0740236523210625,-0.0158030981710186
"city_austin",0.0656514479007311,-0.135017587530773,0.0220100967927529,0.0171695861213583,0.0171192191074629,-0.096261359113508,0.0517395142931706,0.0216595864471034,0.0233247566271181,0.00718100275559282,0.00999459235806828,0.0219991749808807,0.0247825823166787,-0.00596137832796295,0.00410919716117489,0.0163465920353422,0.00335225501686006,0.000969216323361866,0.0263899999356259,0.0115996052050387,-0.0123682512204939,-0.00295774269881825,-0.00128080185256699,0.0408662719089167,0.116934347712133,-0.056624231053144,0.0567193718089231,0.0114896612323561,-0.000969606230350012,0.0209447264853608,1,-0.80641573107144,-0.274918696701822,-0.204878248136861,-0.476529701156843,0.00871094763597968,0.00792797581929222,-0.0133530297183005,0.0110587607935811,-0.0041773172832298
"city_del.valle",-0.105208868711183,0.137323487001509,-0.0212166545173161,-0.0272370957612783,-0.0271953844489511,0.0699430345500972,-0.054490318934465,-0.0150013145766876,-0.0256338286209718,-0.00579087358697745,-0.00816285555641642,-0.0218874203586754,-0.0263053296419971,-0.0113971359526056,-0.00331372123284616,-0.0170091737485278,-0.00845680591884275,-0.000815435509738298,-0.0411256920401016,0.0197930577451427,-0.0164669509275197,-0.0108071042583698,0.00572809666926536,-0.0580716043069905,-0.112656664903445,0.0932025770235946,-0.0401056415680715,-0.0264542972398832,-0.00737652292503142,-0.0176969103115431,-0.80641573107144,1,-0.00219393273153012,-0.00163498918028561,-0.00380284833827531,-0.00881792238807269,-0.00639324441623183,0.0150933505892283,-0.00891795867009772,-0.00590978477232088
"city_driftwood",-0.0435174424906584,-0.0633144324708971,0.00826525344916198,0.00670918242053349,0.00672209504964045,0.0345942070214638,0.0159363902780168,-0.0138170673407686,0.0067012005041599,-0.00197419191858077,0.0124186103447833,-0.00528996047098411,0.00633928582446515,0.0324495192106149,-0.00112969512804145,0.0133339996233146,-0.00288304651296999,-0.000157144053620208,0.0368926625262248,-0.0583927583891284,-0.00561381991102017,0.0552820824541693,-0.0505137459821615,0.0571829950049842,0.0255794028453289,-0.0237504711918251,0.0143797520774744,0.0427504619709501,0.0254098560144662,-0.0242884998391892,-0.274918696701822,-0.00219393273153012,1,-0.000557391277534485,-0.00129644557841725,-0.00501003862332664,-0.00217954877972381,0.0066853273904986,-0.003040260104509,-0.00201473044832197
"city_manor",0.00408425851487767,0.0345971435962745,-0.0053903102845697,0.0177520845756838,0.0177606651586818,0.0120402826142015,-0.0054530438507546,-0.00346597520531866,-0.00699297753938524,-0.00147123126443152,-0.00300074368100245,-0.00799973206180203,-0.00125418334233931,0.00327736302526418,-0.000841885115630367,-0.000297620988147693,-0.00214853891699762,-0.000180777189643833,0.00510419310088,-0.0124474939429381,0.0134314007537361,-0.0027456564927691,0.0436830111244535,0.0114501272617889,-0.0150907023646412,-0.00884153793918531,-0.033385772941066,0.00994959194170153,-0.000992703467449019,-0.0103409739423348,-0.204878248136861,-0.00163498918028561,-0.000557391277534485,1,-0.000966152910287126,-0.00373364179504227,-0.00162426979712786,-0.0126893663542616,-0.00226569953795341,0.0541304446263414
"city_pflugerville",0.0639586170908814,0.0714482627107623,-0.0125374117184586,-0.00137965406086362,-0.00135620867004245,0.0574312443666393,-0.0227838427063404,-0.0103517619047237,-0.00623741217224196,-0.00342196109712914,-0.0129413615250663,-0.00242836394001323,-0.0104046017101796,0.0114615644699074,-0.00195815449520839,-0.0129552686705499,0.00986138238152086,-0.000475647982711935,-0.00916850189742916,-0.0184134595059481,0.0509671037246996,-0.00638616778441414,0.00338486476494568,-0.0252160258379698,-0.0619563281651231,-0.0216101862903281,-0.0444656399331572,-0.008333062808847,0.00019662551988546,0.00469114641888116,-0.476529701156843,-0.00380284833827531,-0.00129644557841725,-0.000966152910287126,1,0.00122155409570763,-0.00377791594794492,0.00397644083533458,-0.00526982797612899,-0.00349222846597109
"homeType_Condo",-0.0126141758022994,0.0654197366941914,-0.0420778689595745,-0.0297735549428668,-0.0296809537837034,0.0680569868004496,-0.0412164504862881,-0.0144615058114599,-0.0199427225095643,-0.007900163132948,0.0383566902209287,-0.0421634433523159,-0.0205973581392325,0.00862928423703521,-0.00756717429157991,0.00868215880856962,0.000513665872015801,-0.000702484758997086,-0.12012192235132,-0.0090362350431252,0.0109886321562996,-0.0228606444640803,0.00660902891602406,-0.0780554967177905,-0.0501984895560368,-0.0653369325717749,-0.030376575478014,-0.0308694265713789,-0.203603146244922,0.0843600599312256,0.00871094763597968,-0.00881792238807269,-0.00501003862332664,-0.00373364179504227,0.00122155409570763,1,-0.0145995367102014,-0.749408118807356,-0.0203649440734083,-0.0134955140325681
"homeType_Multiple.Occupancy",-0.0267194031023808,0.0207270727926288,-0.0210775530163188,0.0240401202851172,0.0240773814872235,-0.0284216756911255,-0.0125989203187928,-0.0133819091456515,-0.0257200749642949,-0.00575290722393151,-0.0374381328892097,0.00575909624726253,-0.0481331390338813,-0.0401712934993428,-0.00329199567771492,-0.0274447285210437,0.000473129280795293,-0.000791506864811464,-0.00398139122170881,0.00168004867461668,0.00176715622224754,-0.0107362502779466,-0.00517272783434151,-0.0237904446754065,-0.0520966778369961,-0.0518775356866793,-0.0476588327624222,0.0222950644032351,0.0978784955337498,-0.0148847316770885,0.00792797581929222,-0.00639324441623183,-0.00217954877972381,-0.00162426979712786,-0.00377791594794492,-0.0145995367102014,1,-0.326019752274468,-0.00885949038350807,-0.00587103879888036
"homeType_Single.Family",0.00548861655174497,-0.085371856376474,0.0562184031018778,0.0217165606919914,0.0215944672792624,-0.0363858353971245,0.0292803197460325,0.013012791663427,0.0420244459036134,0.0094642360926158,-0.00874474782988245,0.0229658778190155,0.0462607171086382,0.023399346546651,-0.0084278593556531,0.0100778974683457,0.00748871096738406,0.000783288419342154,0.100391672064024,0.0137750271427548,-0.0182759690806371,0.00778153118851111,0.0074093052101796,0.0856973468995723,0.0581518234941232,0.0816547268447942,0.0331631808155973,0.0631181183914259,0.192411109713549,-0.0899318812811769,-0.0133530297183005,0.0150933505892283,0.0066853273904986,-0.0126893663542616,0.00397644083533458,-0.749408118807356,-0.326019752274468,1,-0.454766076053299,-0.301366011062573
"homeType_Townhouse",0.0344805629689352,0.0547410911001023,-0.022829933162817,-0.00840291269441643,-0.00834750915400541,0.0140236418968205,-0.0223936425739625,-0.0112599861244873,-0.00231001517377879,0.00056837965991206,0.0384422545090744,0.0243084108995225,-0.00853019331618066,-0.0117018492101848,-0.00459201611649242,0.00396937649845088,-0.0117190874985133,0.000299045803934675,-0.0493864555409742,-0.0017519857204956,0.00659304876476008,-0.00323620349131514,-0.00250799535029802,-0.0451071641078886,0.0013458378119538,-0.00421874002867776,0.0275519686555223,0.00126033101033226,-0.0861762007217505,0.0740236523210625,0.0110587607935811,-0.00891795867009772,-0.003040260104509,-0.00226569953795341,-0.00526982797612899,-0.0203649440734083,-0.00885949038350807,-0.454766076053299,1,-0.00818953225471091
"homeType_Vacant.Land",-0.00956167080772697,0.00606718688048961,-0.0181991147075269,-0.00973301364128683,-0.0096959582284305,-0.0403828173683603,0.0547036221823251,0.0253553911959264,-0.052795417055902,-0.0053178701290137,-0.0824052672334864,-0.0129602137882455,-0.0310016961997063,-0.0335832146002434,0.0552770296780613,-0.0290149154396863,-0.00776604685065393,-0.000359262923205215,0.0528504604209377,-0.0206967002239083,0.0191622907692413,0.0472570997689963,-0.0299632711693014,0.0123469909532015,-0.00734778545269849,-0.0366147694869445,-0.0207014337463679,-0.150015047204247,-0.0898499926910907,-0.0158030981710186,-0.0041773172832298,-0.00590978477232088,-0.00201473044832197,0.0541304446263414,-0.00349222846597109,-0.0134955140325681,-0.00587103879888036,-0.301366011062573,-0.00818953225471091,1
